text,sentiment,minimarket
itu tiga jam bener bener gk gerak wkwk abis itu baru bisa keluar itu jg parkir di pusdai trs gweh nongkrong di indomaret supratman,netral,Indomaret
konten doang ko aslinya indomaret wkwkw,negatif,Indomaret
di x banyak yg kaya gitu hahahah kalo di indomaret ga berani sih pasti kalap nih mata ga cukup k,negatif,Indomaret
kalo ga ya belain jalan kaki tp nyusahin bgt kang parkir kalo di indomaret gada gunanya sumpah sampe belain jalan aja dr rumah saking gak relanya keluar k terus,negatif,Indomaret
hah kok bisa gaada indomaret alfamart adakah terus kamu kalo mau beli beli gitu dimana,netral,Indomaret
masa pake baju indomaret sih mentang sama sama biru,negatif,Indomaret
robusta kadang tanpa gula tapi seringnya pakai gula aren indomaret yg sachet gr,netral,Indomaret
khilaf tapi ngomongin sosis indomaret,negatif,Indomaret
pen sebat neng kursi teras indomaret karo mikir golek sambenan opo ya ben cepet sugih e,negatif,Indomaret
malming ke bukit indomaret yg katanya viral itu,netral,Indomaret
klik indomaret tuh sering bgt giniiii apalagi kalo barang promo pasti seirng kosong tapi gak di hide seolah masih bisa dibeli,negatif,Indomaret
ah ini mh kaya goodbye indonesia hallo indomaret moment,negatif,Indomaret
sosis indomaret kalo bentukannya orang udah aku entot,negatif,Indomaret
ke indomaret ga pake jaket dingin bangetttt cuyyy berkabuttt,negatif,Indomaret
oh wow sosis keju indomaret,netral,Indomaret
harus brp indomaret lg kucari,netral,Indomaret
kopi dan tempat duduk di indomaret lakilaki tidak bercerita ia pendam semua sendiri bukan ia lemah justru ia tengah mendamaikan pikirannya yang bergelut hebat di gelanggang waktu,negatif,Indomaret
tt jgn sampe aku berteman sama mba kasir indomaret demi pola paldo,negatif,Indomaret
indomie seblak hot jeletot ada lagi di indomaret,netral,Indomaret
promo kredivo indomaret belanja pertama kali di indomaret bayar pake kredivo disc up to k,positif,Indomaret
kabar motor saya yang hilang gimana ya kabarnya hilangnyaa di indomaret point bungkul minta laporan kepada pihak kepolisian sama sekali tidak direspon dan tidak ada tanggapan sama sekali minta bukti cctv pun juga tidak diberi oleh pihak staff indomaret mohon responnya,negatif,Indomaret
boroboro kali ke indomaret yg kebeli cuma cornetto,negatif,Indomaret
gua lagi bengong sambil buka kalkulator depan indomaret sambil mikir ini cukup gak yah sampe akhir bulan tiba tiba ada yang pinjem uang juta,negatif,Indomaret
kejebak hujan di indomaret ovis,negatif,Indomaret
akhirnya di tamel ada sosis indomaret,positif,Indomaret
dangerous pout ayok nak kita beli es krim di indomaret,positif,Indomaret
tahta specialis donut terenak doughzen jco dunkin lunas tomaple ponut lawless donuthing krispy kreme donut indomaret wkwkwk kopi chuseyo donut,negatif,Indomaret
itu eskrim br itu yaaa dulu aku sering beli sumpaaa tapi skrg udh jarang mending paddle pop di indomaret wkwkwk,netral,Indomaret
indomaret pertigaan hrsnya ada lupa tp kl mau ke ec aja yg di ft,netral,Indomaret
tadi teteh yg duduk sendirian di indomaret mekar wangi cantik banget bjir,positif,Indomaret
ke indomaret kudu ready stnk,netral,Indomaret
saking jarangnya jalan kaki kalo dah k steps aja aku merasa sombonge puoll kalo pulang malem abis markirin motor sengaja jalan buat jajan ke warung madura or indomaret depan perum wkwk,positif,Indomaret
hai sobat bri terima kasih atas ketertarikannya terhadap produk brizzi bri pembelian kartu brizzi dapat dilakukan melalui merchant kerja sama bri seperti alfamart indomaret atau ecommerce seperti tokopedia dinomarket atau di kantor bri terdekat harga kartu brizzi jenis,netral,Indomaret
bisaa aku biasanya bayar pajak tahunan di indomaret,netral,Indomaret
tetap fresh amp percaya diri setiap hari bareng confidence daily fresh sekarang harga spesial cuma rp di klik indomaret nyaman dipakai hemat di kantong buruan checkout sebelum ketinggalan,positif,Indomaret
ya allah beli milk tea earl grey indomaret basi susunya dah balik rumah sayangnya huhu,negatif,Indomaret
always on point terima kasih indomaret point,positif,Indomaret
hari ini aku coba redeem kode dibalik tutup botolnya lancar aja kenapa cuman karna masuk indomaret dan alfamrt pada engga ada inomart ke baru ada itu pun cuman satu cola zero yang nama devi dan alhmdulillah dapet free cinepolis,positif,Indomaret
masuk indomaret langsung disambut dont say you love me bahagia itu sederhana gaesss,positif,Indomaret
gw dari indomaret lg barusan wkwkwk,positif,Indomaret
udah lama ga ke halte kp melayu culture shock tenantnya banyak banget mana ada indomaret gw kira monas udah paling padet ini adalagi,positif,Indomaret
penyetan indah sugio bebek depan indomaret karmen cireng kalidami es teh buto roti maryam ampel nasgor taman apsari will never be the same as it was,netral,Indomaret
ni indomaret deket kos kenapa tutup sihh,negatif,Indomaret
lao manre timurnya indomaret colombo,netral,Indomaret
elah belanja doang pake jaket aja gpp aku sering ke indomaret pagi setelah bangun tidur belum mandi,netral,Indomaret
apa tandanya aku ga boleh minum teh botol udh ambil dr kulkas dan udah bayar tapi lupa dibawa pas keluar stasiun cawang tuh gimana siiii wa sadarnya pas udh di kereta apakah ini yg dinamakan ambil hikmahnya wkwkwk,negatif,Indomaret
padahal gua nongkrong nya di depan indomaret mulu,netral,Indomaret
perihal roti gw termasuk picky eater dr kecil unexpected roti pinggir jalan depan indomaret ini enak bgt,positif,Indomaret
wah ni orang gua ga ngerti lagi sumpah gua cari cariin karna penasaran taunya tiba tiba jd karyawan indomaret,negatif,Indomaret
dekat rs panembahan ada indomaret fresh di dekat perempatan manding ada alfamart janggaalfamart ganti nama ada gak jauh dari indomaret fresh kalau dekat pantai parangtritis malah ada apa yah indomaretalfamart,netral,Indomaret
bang ane klo liburan di indo coba buat jalan kaki klo k indomaret deket rumah sepanjang jalan ditawarin boncengan motor sama kenalan d kampung katanya kasian ngeliat ane jalan kaki wkwk,negatif,Indomaret
di tiang deket perpus mobil sama di tembok deket indomaret yg deket blok m squareee,netral,Indomaret
ngeselin bgt sih indomaret udah bawa kantong belanja sendiri di struk tetep bayar kantong mana tau pas udah di rumah lagi,negatif,Indomaret
bahkan di jawa tengah mau ke indomaret aja pake motor faklah kata gua,negatif,Indomaret
kalo gak ke indomaret ke alfamart gav,netral,Indomaret
jual mobil klean jual motor klean pasti mau deh jalan kaki minimal ke indomaret mah jalan kaki toh,negatif,Indomaret
alfamartindomaretsuperindo klo mau yg gk tombok di superindo klo kmu dom jkt dpt panggilan lumayan cpt buat interview klo retail ke mr diy dan sejenisnya aku kurang tau buat daftarnya via apa cuma yg aku sebutin diatas itu via link,netral,Indomaret
langsung cari teras indomaret jam dengan sebotol golda coffee dan sebatang surya sob,netral,Indomaret
promo online minggu ini bisa belanja hemat cuma dari rumah loh dengan belanja mulai dari rp kamu bisa dapet gratis ongkir loh diskon spesial hemat ongkir siapa yang nggak mau yuk belanja sekarang,netral,Indomaret
jangan sampai ketinggalan indomaret festival yang akan diadakan di lapangan bandara lama jambi sabtu mei kamu bisa seruseruan bareng dan penampilan spesial dari musisi lainnya sampai ketemu disana,netral,Indomaret
dear diary hari ini aku keliling indomaret demi mencari pola wooseok paldo bibimyeon dan ketika aku brtanya dg sebungkus mie dalam tngan kananku semua kasir di sana melihatku sperti melihat org gila,negatif,Indomaret
indomaret itu jebakan buat orang tidak mampu dan males budgeting harga beberapa barang bisa x kalau beli satuan,negatif,Indomaret
kalau leo parkir di indomaret bakal diminta uang parkir berapa ya,netral,Indomaret
sering diputer di indomaret juga lho tapi gegara gak muncul di starfess jadi gak terkenal,netral,Indomaret
lagi di depan indomaret sendirian gatau ngapain,netral,Indomaret
aku pernah kak interview di indomaret pertanyaannya sama aja sih kyk interview biasanya seputar diri kamu pengalaman kerja sebelumnya alasan resign trus ditanyain juga pertanyaan seputar indomaret sama terakhir cek tinggi badan,netral,Indomaret
dari kemarin kepengen makan sosis banget akhirnya hari ini beli sosis indomaret enak banget huhu,positif,Indomaret
di samping indomaret pujasera,netral,Indomaret
wta kl beli ini ke indomaret dan mau pake paylater gimana caranya yaa scan qris atau kita yg show qris ke counter soalnya tdi ak ke alfa mau show qris paylater ke counternya pas d scan ga bisa miin,netral,Indomaret
gue yakin ini nasgor yummy indomaret bakal viral anjir enak banget cokk,positif,Indomaret
ga si emg males aja kalo ke indomaret depan gang rumah aja lu naek motor ga usah triak soal trotoar dll lu murni males aja di kampus gw sama trotoarny nyaman ada kanopi juga tapi ya mereka pada milih naik tayo kampus drpd jalan kaki itu yg diblg alesannya tdk nyaman,negatif,Indomaret
saya punya fotokopi uang rb saya bandingkan dengan rb asli punya temen saya oh identik sekali trus uang fotokopinya saya belikan beng di indomaret kau pikir kasirnya percaya,negatif,Indomaret
deket ke tanggal bornday kalau udah s malah suka ovt gue hidup sampe angka berapa ya apa hal yg gue lakuin bener dan bawa manfaat apa bekal akhirat gue ada atau ngga suka mikir ibadah amalan gue diterima atau ngga takut bgt ibadah atau amalan gue sia,negatif,Indomaret
kadang kek miris bgt tiap ke indomaret banyak bapak bapak top up buat main slt,negatif,Indomaret
kirain mochi donat nya mr donut indomaret wkwkw,netral,Indomaret
agendakan kita mam es grim hula hula rasa kacang ijo di depan indomaret itu,netral,Indomaret
nggak militer sih tapi aku ngambil project di pedalaman yg bener mau ke indomaret aja tu jam ngebut naik motor kalo gak pake wifi tu signal tilkumsil cuma strip gws bgt deh makasi ya dah buat ini bener bener menghibur,positif,Indomaret
kalau mau yang enak bgt tapi agak pricey dimsamcong kalau yang affordable tapi tetep enak walaupun ga se mantap dimsamcong ada panen dimsum indomaret riau enaqween mastrip frizfoodie karimata depan kober ada juga yang menurut aku enak harga terjangkau lastbite online,netral,Indomaret
indonesia panas pengen pindah ke indomaret,negatif,Indomaret
bener bngtt pernah bngt ke indomaretalfa mau beli sesuatu tp gak ada barangnya alhasil cuma menitan lah disitu tp pas mau balik udh dipalak rb aja,negatif,Indomaret
ada di indomaret alfamart ga ini kak,netral,Indomaret
masalahnya ini gimana caranya jalan ke indomaret beli obat kalo perutnya sesakit ini aaaaaaaaaaaa,negatif,Indomaret
tp skrng dah jarang make jung soalnya skrng mabarnya sm adekku trs karena retriku sering indomaret jd yaudahlah stay di mid aja,netral,Indomaret
wtb emoney indomaret sircus rep tweet ini plis kalo jual tema sircus,netral,Indomaret
beli di indomaret juga bisa kak,netral,Indomaret
aku jg prnah diginiin tp ya mungkin itu ya trik dagang aja emg si agak maksa tp ya klo ga gtu ya ga akan jualan kaya alfaindomaret jg gtu kan nawarin tebus murah gtu org salesmarketing jg pasti gtu nawarin yg laen emg esensinya jualan kayanya,netral,Indomaret
deket rs panembahan ada indomaret,netral,Indomaret
baru tau indomaret ada jd mw pls,netral,Indomaret
mohon doanya temanteman sedang dalam proses buka indomaret baru,netral,Indomaret
jdi aku di spbu letda sujono nunggu org kk awa ada ada aja org random tadi pas nugas di indomaret ada satu cowo yg dduk depanku tah ngapaii kek mau ngomong dia tapi mungkin maluu ini pula cwo orang lgi soo asik kali ramah pas org tu mau pigi pamitan njaiii lucuu,positif,Indomaret
kirain masnya cosplay jadi pegawai indomaret ternyata emang pegawai indomaret beneran,netral,Indomaret
menurut gw ke indomaret alfamart superindo dkk memang harusnya gak bayar parkir karena orang ke situ beli kebutuhan harian sehari bisa x buat beli barang kecil dan paling gak sampe menit bayar parkir tuh abomination barang k jadi k kan nyesek,negatif,Indomaret
gue lebih rela ngasih duit ke satpamnya drpd ke parkir liar apalagi yg di indomaret bantuin kagak nyebrangin kagak cuma bediri pas gw mau ke luar doang kalo yg di gym gw ngasih rela soalnya itu motor tumpuk kadang motor gw paling dalem dia kudu ngeluarin dulu,negatif,Indomaret
sosis indomaret hari ini agak gelap gitu yaaaa,netral,Indomaret
diiiii depannya indomaret yg arah segara,netral,Indomaret
kak aku beli langsung ke ga dapat promo,negatif,Indomaret
paling engga diganti pake brightening tapi kok this one brand masih pake kata whitening dan malah produknya legally dijual di indomaret dkk hmmmm,negatif,Indomaret
buka franchise kalo bs indomaret atau alfa atau buat usaha showroom mobil,netral,Indomaret
aku makan di deket foodcourt indomaret kak,netral,Indomaret
knp cilor sebrang indomaret tutup tp gapapa ak beli cimol bojot,netral,Indomaret
con start at pm maya at pm mandi solat beli jajan ke indomaret,netral,Indomaret
ohhh hmm yg di agak atas paling yg kaya pujasera isinya jajanan pasar banyak ituu sm cireng kalo gak salah atau steak ayam gt trus mie jebew sama dimsum seribuan jg masih dekeet lumpia beef ada di indomaret,netral,Indomaret
promo susu amp perlengkapan balita periode mei jangan lewatkan promo ini yuk penuhi kebutuhan si kecil dengan produk berkualitas di indomaret sekarang juga,netral,Indomaret
sepupuku tu ternyata kerja di indomaret belakang kampusku tp yang kampus dari luasnya jogja amp banyaknya indomareyt kok bisa ya pas di belakang kampusku tp aku jarang ke sana sih karna aku di kampus,netral,Indomaret
makan sore terbaik jatuh kepada btw ini indomaret depan rumah setaun ud renov x gokil,positif,Indomaret
gass kaa ke indomaret,netral,Indomaret
my tower bengi gofood sate isuk tuku nasi jagung njajan nde isor onok indomaret mantep wes iku,netral,Indomaret
di ml hopless romantik retri indomaret soalnya,negatif,Indomaret
kayaknya dia beli di indomaret deh,netral,Indomaret
reaver gw mau nanya elu kerja di indomaret kyk fai ga,netral,Indomaret
plislah indomaret kurangin gimmick kaya gini berasa d tipu dipromosi ml dibayar dapat ml,negatif,Indomaret
promo online perbarui sekarang aplikasi dan belanja paka aplikasi baru dapatkan promo online berikut ini periode mei sampk berlaku info selengkapnya di,netral,Indomaret
selamat datang di indomaret lmsy cambodia st fm,netral,Indomaret
biar badan fit dompet tetap irit diskon rp buat produk bintang toedjoe cuma di klik indomaret pas banget buat jaga stamina tanpa bikin kantong kering yuk borong sekarang,netral,Indomaret
lagi kangen sama suasa jadi mas mas indomaret,positif,Indomaret
piscok depan indomaret menurut gwe malah b aja mungkin krna dingin kali yh kyknya ini klo panas panas bakal enak bgt,netral,Indomaret
itu ada di alfa atau indomaret,netral,Indomaret
cidek nggenmu sebelah e indomaret dieng seng mbiyen hodai,negatif,Indomaret
masih lucu juga jokes indomaret frash ini,netral,Indomaret
snack fair is here diskon sd buat para pecinta camilan belanja hemat ngemil makin nikmat hanya di klik indomaret buruan serbu sebelum ketinggalan,netral,Indomaret
pengen es teler indomaret pizza burger stadion sosis keju indomie ramen tori kara telor,netral,Indomaret
iya ih ribet sama ini mami aku jg udah dibilang ribet punya mobil ginian malah d suruh k indomaret segala,negatif,Indomaret
yuk ikutan kuis trivia tapak tilas tahun telkomsel bareng veronika setiap hari selama mei dapatkan kesempatan buat dapetin total hadiah jutaan rupiah voucher digital indomaret dengan klik lalu ketik telkomsel,netral,Indomaret
julian harley ling karena retriku indomaret jadi ga pd padahal julian lah yg bawa aku sampai ke legend wkwk dar legend ke mythic hero powerku jadi franco wkwkwk,negatif,Indomaret
dear ini maksudnya gimana ya komplain saya belum teratasi kok sudah di selesaikan sengaja pilih belanja express biar lgsg smpai jam sampai eh kok udah x jam blm sampe jg mau hub i siapa jg g ada cs nya di apps hadeh,negatif,Indomaret
kak itu yg kopi tuh hrga nya brp si ak prnh liat di indomaret mau beli tp ga ad hargaa bingng pula merk nya yg mna krna ga ad semcm merk nya,netral,Indomaret
aku menunggumu di kursi indomaret,netral,Indomaret
ehh aku pikir indomaret sama alfaa buat topupnya doang bisa bikin juga ternyata thankyouu,positif,Indomaret
beli ajaa bisa di shopee atau kadang di indomaretalfa gt adaa cuma tergantung stock nanti top up lewat mbanking,netral,Indomaret
signature k ini beli di kkv rasanya enak kopinya ga se strong itu dan manisnya manis jambu pdhl ini ver sweet tp itu yg malah bikin enak menurut ku cuman karena ga ada di indomaretalfamart jarang beli ini tp tiap ke kkv pasti beli must try sih menurut ku,netral,Indomaret
masih mati listrik siapsiap ngungsi ke indomaret,negatif,Indomaret
anjing sosis indomaret kl bentukannya org udah gw entot sampe lumpuh,negatif,Indomaret
tolong yaa huhuhu itu aku masukin saku sama dompetku waktu pulang dari indomaret dan sampe rumah gaadaa di saku,negatif,Indomaret
misi mencari kopi kemasan terbaik di indomaretalfamart,netral,Indomaret
main aja bengong di indomaret point,negatif,Indomaret
mentimun onny mau nawarin job freelance kyc kredivo daftar dan masukkin kode referral doang bisa dapet kk kalau diacc limit tanpa ngajuin pinjaman free voucher alfamart amp indomaret k butuh ktp min usia tahun no takesewa akun,netral,Indomaret
gue enggak peduli yang gue males kenapa indomaret dan alfamart ada tukang parkir liar nya,negatif,Indomaret
oyo samping lagoon avenue tempat gw gawe dlu banyak muda mudi ngedate asik duduk duaan di basement sambil bawa kresek indomaret,positif,Indomaret
wonogiri indomaret wkwkwk dah paling best,positif,Indomaret
ini bukan lose a life biasa ihiy alias ini mengharuskan pemainnya untuk ts selama permainan berlangsung ts jadi siapa tuh rin pemain wajib ts jadi barang yang ada di alfamartindomaret bebas ya barangnya apa aja bisa makananminumanbenda pokoknya yang dijual disana,netral,Indomaret
aku pake brasov yg yasmeenmurah dan wanginya awet wangi melatibeli di indomaret,positif,Indomaret
woi sumpah berembun di indomaret,negatif,Indomaret
aku siap siap pusing cari kost dan siapin berkas daftar ulang,netral,Indomaret
h lolos utbk di ptn impian aamiin,positif,Indomaret
ya allah berikan aku kemenangan atas keraguan yang ada dalam diriku bismillah lolos utbk,positif,Indomaret
tmn gua jg kasir indomaret hpnya ip pro krn dia rajin kerja bkn rajin julitin org,positif,Indomaret
gw kalo nginep sendirian kan ada tuh sandalnya buat di kamar doang buat ke indomaret sebelah gak bawa sandal sendiri soalnya,netral,Indomaret
ciank mentimunn onny mau nawarin job freelance kyc kredivo daftar dan masukkin referral doang bisa dapet kk kalau diacc limit tanpa ngajuin pinjaman free voucher alfamart amp indomaret k butuh ktp min usia tahun no takesewa akun,negatif,Indomaret
km dimanaahh aku lg makan ngemper sm rei di deket indomaret mau ikut gakss,netral,Indomaret
dapat kopken doang indomaret kilat bgt ternyata agak kebawah dia ya munculnya,negatif,Indomaret
katalog promo jsm indomaret mei diskon dan potongan belanja hemat,netral,Indomaret
jangan lupa katalog super hemat mingguan edisi mei juga ada produk fresh yang hemat di indomaret info selengkapnya di,netral,Indomaret
indomaret malah kayak e lebih gede drpd kerja di cafe minusnya diindomaret ada potongan kalo barang ilang,negatif,Indomaret
jalan kabupaten juga tuh lobang gede bener dekat dapur bupati arah indomaret,negatif,Indomaret
tata adalah aku ketika pingin jajan ke indomaret tpi males ganti baju kaos celana pendek kolor sendal jepit,negatif,Indomaret
sosis indomaret kok bs enak bgt knp ya,netral,Indomaret
bentukannya kyk dimsum mentai indomaret depan komplek kabupaten biasa aku beli kamu hebat nder terimakasih sudah bertahan dan berjuang,positif,Indomaret
bm cheesecake banget akhirnya cobain cheesecake indomaret point,positif,Indomaret
info kejadian tabrak lari mohon bantuannya warga jogja telah terjadi insiden tabrak lari oleh oknum pengendara sepeda motor di wilayah pakualaman yogyakarta tepatnya depan indomaret pakualaman jalan gajah mada purwokinanti pakualaman kota yogyakarta diy hari,negatif,Indomaret
ngisi di mbanking atau ke indomaret dulu biasanya,netral,Indomaret
riweuh banget ngurusin keuangan orang lain anjir temen gue yg kasir indomaret pada kebeli motor emas hp bagus ada yg nyicil ada yg nabung kek usil banget jari lo kepo sama gaji orang heran banget lgan ini komun marah bukan komun nanya gaji,negatif,Indomaret
ya mungkin aja kerjaanya kasir indomaret tapi keluarganya orang kaya di kabupaten banyak banget orang kerja jadi kuli muat tapi punya sawah mobil sama kontrakan di tanya kenapa kerja ya ngisi waktu luang aja,netral,Indomaret
yuji bes kalo semisalnya dikampus d hari ini ada yang nemu emoney warna ijo mandiri indomaret disekitar lt bisa tolong hubungin ig zahirahkk makasih bes kalo ada yang nemu secepatnya kabarin hari ini yaa,netral,Indomaret
ntar balik mau beli sosis indomaret ingetin guys,netral,Indomaret
ngecek klik indomaret buat jajan tp abis liat jajanannya jd gapengen jajan,netral,Indomaret
ii lagi ke indomaret,netral,Indomaret
help di indomaret atau sekitar ada ga kirakira jual lem sepatu,netral,Indomaret
tapi menurutku sih indomaret point kalo minta yg strong beneran dikasih strong bangettt apalagi minta strong terus less sugar dah tu rasa kopinya sampe ketinggalan di mulut,positif,Indomaret
dan sekarang nyesel resign pengen jadi kasir indomaret lagi yaallahh karna sekarang dapet kerjaan umr jkt lagi susah bangett sad tau gitu pengen stay aja ampe jenjang karir gue naek md di indomaret,negatif,Indomaret
kasir indomaret ngga boleh kah beli ip bertanya dg sinis,negatif,Indomaret
emg kenapa dah kalo kasir indomaret bisa beli ip,negatif,Indomaret
umr tapi jngan salah dulu gue kerja di indomaret tahun punya tabungan jt padahal kasir doang trus bisa kebeli motor beat jt ip jt sama samsung a jtan awal rilis kepala toko gue thn di indomaret tabungannya jt pernah disuruh cek atmnya,positif,Indomaret
sesuai umr masingmasing bisa kok gaji kasir indomaret lebih gede dari guru soalnya,netral,Indomaret
tapi bener tauk dulu beli krn ada promo doang habis itu gapernah lagi wkwkwkw masih lebih banyak kopi umkm yg lebi enak menurutku kek kopinya udmitra enak tuh btw dan yak btul kopi indomaret jg enakkk,netral,Indomaret
dan lu marah liat kasir indomaret pake ip,negatif,Indomaret
julid itu pake kata bisa gitu seolah olah kek nyepelein kerjaan kasir indomaret yaa ada gaji umr dan rata rata masih muda diem di rumah org tuaa jadi kalo ada yg pake hp keluaran terbaru yaa wajar ajaa,negatif,Indomaret
julid bgt anjirr iri kah gabisa beli iphone siapa tau dia nabung atau bisa aja ada kerjaan sampingan selain jd kasir indomaret heran gua jd manusia demen amat julid,negatif,Indomaret
gaji kasir indomaret ga sekecil itu dan ga semua orang gajinya harus di bagi bagi buat bantu orang rumah,positif,Indomaret
dan dia posting di komun marah apakah si sender ini marah karena kasir indomaret punya iphone,negatif,Indomaret
bitter bngt bg kasir indomaret emg kerjaan yg hina bngt kh smpe g pantes punya ip,negatif,Indomaret
siga nu ulah teh kasir indomaret make iphone,netral,Indomaret
maas ga semua kasir indomaret itu kerja karena butuh siapa tau cuma biar ga gabut,netral,Indomaret
jangankan kasir indomaret kak aku pengangguran juga bisa kemaren,netral,Indomaret
gua kerja di indomaret bisa beli iphone motor mobil rumah laptop tanah,positif,Indomaret
itu cuma hp kasir indo gaberhak ya punya hp ip bilang aja lo iri karena ga bisa mirror selfie pake ip sengganya mbk indomaret gak norak kaya lo mirror selfie dijadiin foto profil pamer tuh,negatif,Indomaret
kenapa aku sering di cat calling belakangan ini ya ajg lagi jogging di indomaret lagi beli rujak ku maki aja apa ya kalau kejadian lagi,negatif,Indomaret
sorry ini kayak temen aku dia juga kerja di indomaret dia termasuk keluarga yang mampu banget dan hpnya ip juga tapi itu hp bukan dri uang ortunya tpi melainkan uang dia selama kerja di indomaret dia selalu nabung karna dia pngen kerja keras sendiri ngurusin hdp org bgt lo,positif,Indomaret
bisa aja org kaya iseng kerja di indomaret knp urusan itu jadi penting,negatif,Indomaret
lah siapa yang bilang kalo semua kasir indomaret itu ga mampu nder ada noh kasir indomaret deket rumah gua yang anak orang gedongan karena ogah nganggur jadi dia kerja jadi kasir indomaret dulu sambil nunggu program s di sg beres,netral,Indomaret
kok bisa sosis indomaret enak banget,positif,Indomaret
itu artinya lo samain emang gaji karyawan indomaret berapa kok bisa kebeli motor bead bukan supra batok geter,negatif,Indomaret
lah bisa knpa lau jadi ngerendahin manusia di kehidupannya miskin kah kerja di indomaret,negatif,Indomaret
itu nanya ga si bukan julid gue jg penasaran soalnya kasir indomaret biasanya cakep modis wangi hpnya keluaran baru,netral,Indomaret
mikir positif bapaknya tajir tapi anaknya berusaha mandiri dengan nglamar jadi karyawan indomaret soalnya gua pernah liat juga kasir alfamart pake iphone,positif,Indomaret
tempat belanja yang cukup dikasih nomor ada nder alfamart hypermart dan kroninya superindo diatas cukup ngasih nomor hp yg terdaftar klo indomaret baru harus nunjukin apknya alfa lumayan klo dikumpulin nder bisa dipotong nanti mayan beli mie klo lagi gk ada uang,netral,Indomaret
ini serius dinposting di komun marah lu ngapain marah sm gaji kasir indomaret yg bsa beli ip anjjj salah lapak kocak,negatif,Indomaret
ya uda si jadi pegawai indomaret aja,netral,Indomaret
karyawan indomaret tersebut fokus kerja dan tidak merhatiin hape orang lalu ngetweet di komun marah marah di x itulah yang bikin dia bisa beli iphone ya kontol,negatif,Indomaret
umr setau gua tp emg kenapa jing kasir indomaret hp nya ip bisa bisa aja lahhh jaman skrg juga ada yg namanya kredit btw bang,netral,Indomaret
happy birthday adik jahrasemoga bisa jajanin aku toko indomaret ya,positif,Indomaret
bisa jadi di kasih orangpacar bisa jadi kredit bisa aja kasir indomaret punya rumah pondok indah juga bisa,netral,Indomaret
positiv thinking mungkin trader saham aset milyar kerja kasir cuman gabut bisa juga punya usaha lain buat passive income yang omset puluhan juta atau beliau yang punya toko indomaret itu sendiri,netral,Indomaret
ya lo kira kasir indomaret ga bisa dapet warisan ortu,negatif,Indomaret
kan jaman skrg iphone bisa tuker tambah masih laku hrg juga oke bgt abis tuker tmmbah beli iphone bekas klluaran terbaru gk banyak amat uang buat nambah jadi jangan salty in org indomaret ya bang,netral,Indomaret
emang kasir indomaret gak boleh pake iphone,netral,Indomaret
majalah bobo edisi tahun ke sudah terbit lho tadi beli di bapak tua pengasong koran di dekat indomaret jalan bandung murah rb saja,netral,Indomaret
klik indomaret keknya atau gak alfagift,netral,Indomaret
paling murah periode mei mulai dari jajanan hingga kebutuhan kamu ada di promosi paling murah yang pastinya dengan harga spesial juga lho yuk langsung ke indomaret terdekat untuk belanja semua produknya,netral,Indomaret
harus banget di depan kasir indomaret,netral,Indomaret
apalagi cuman ngucapin selamat pagi kasir indomaret jg bs,netral,Indomaret
tumbang gua di depan kasir indomaret,negatif,Indomaret
enak mister donut tapi yg bukan indomaret,netral,Indomaret
mimpi ketemu jaehyuk yg lagi sendirian makan topokki di indomaret tapi aku berlagak sprti fans yg demure dgn tdk histeris dan cuma tukeran eye contact,negatif,Indomaret
dia gatau nikmatnya neduh pas hujan di indomaret point sama temen beli indomie cup sama kopi panas sambil ngerjain tugas sama kerjaaan,positif,Indomaret
abs nemenin ian jajan di indomaret,netral,Indomaret
indomaret bawah hotel tufup,negatif,Indomaret
dah liat di indomaret dkt rumah wkwkw,netral,Indomaret
kak nia kamu di sby mana jangan heran di sini banyak parkir nya aku sendiri pun juga tiap jajan parkir nya di indomaret terdekat biar ga bayar,netral,Indomaret
real faklah mending beli kopi indomaret,negatif,Indomaret
tak pikirpikir ya standar sih dengan kualitas yang sama dan harga ga jauh beda mending rotinya indomaret yang say bread itu wkwk,netral,Indomaret
popcorn indomaretalfamart udah paling enak untuk rban,netral,Indomaret
lah gue suka pake sampe indomaret deket hotel,positif,Indomaret
berharihari scrol apl oren nyari tas tp ga ada yg cocok pake totebag indomaret aja udh paling bener,negatif,Indomaret
indomaret point tutup sekarang juga,netral,Indomaret
mmpir indomaret aja cari yg gk ada kang parkirnya,negatif,Indomaret
baru juga sampe bandung udah ketemu uan di indomaret hahaha lucu bgt,positif,Indomaret
ga di astro alfagift klik indomaret kenapa le mineral galon abis semua galon gue abis woi mau minum,negatif,Indomaret
publik ngentot kalo gue pake jungler mm nya publik tolol kalo gue pake mm malah nemu jungler indomaret asu,negatif,Indomaret
ini kmu hrus ke atm bcany dlu ke indomaret ato alfamart gitu nah nnti daftar nomor kmu di atmnyaa coba search tutorny di google aku kemaren soalny step by step pncet apany di atm liat di googleee,netral,Indomaret
berisik kak karena join sama indomaret termasuk yg di point coffee gedhe juga,netral,Indomaret
yg duduk di indomaret bisa bertahan lama ya yg tahan dingin dan tahan bau abu rokok,netral,Indomaret
krn gue sering belanja di indomaret dan sering ditawarin kasir beli ini itu selalu gue jawab engga jd udah hafal marketing si kasir jd tiap kemana pun trs nyampe kasir klo dia nanyain yg ga gue pesen langsung gue jawab engga mba itu aja,positif,Indomaret
indomaretalfamaret jam dimana ya aku ngecat rambut ternyata ga cukup hueee jadinya belang,netral,Indomaret
iya gapapa aku udah diketawain se indomaret kok,negatif,Indomaret
